goal_id,match_id,team_id,player_name,reported_player_name,player_id,minute,stoppage,period,goal_type,assist_player_id,source_type,source_ref,reported_by,reported_at,confidence,verified_by,verified_at
MW_NRFA_2627_G-0075,MW_NRFA_2627_026,MW_RFC_M1,Zakaria Mphamba,,CAF_MW_000341,,,,,,facebook,https://www.facebook.com/share/p/1dG7eDSjBh/,,2026-08-02T20:54:24+00:00,confirmed,,
MW_NRFA_2627_G-0076,MW_NRFA_2627_026,MW_RFC_M1,Zakaria Mphamba,,CAF_MW_000341,,,,,,facebook,https://www.facebook.com/share/p/1dG7eDSjBh/,,2026-08-02T20:54:25+00:00,confirmed,,
MW_NRFA_2627_G-0077,MW_NRFA_2627_026,MW_RFC_M1,Gracious Yasin,,CAF_MW_000429,,,,,,facebook,https://www.facebook.com/share/p/1dG7eDSjBh/,,2026-08-02T20:54:27+00:00,confirmed,,
MW_NRFA_2627_G-0078,MW_NRFA_2627_026,MW_RFC_M1,Limbani Kamanga,,CAF_MW_000430,,,,penalty,,facebook,https://www.facebook.com/share/p/1dG7eDSjBh/,,2026-08-02T20:54:29+00:00,confirmed,,
MW_NRFA_2627_G-0079,MW_NRFA_2627_026,MW_RFC_M1,Pearson Nyirenda,,CAF_MW_000315,,,,,,facebook,https://www.facebook.com/share/p/1dG7eDSjBh/,,2026-08-02T20:54:31+00:00,confirmed,,
MW_NRFA_2627_G-0080,MW_NRFA_2627_027,MW_JU_M1,Chisomo Mygha,,CAF_MW_000431,,,,,,facebook,https://www.facebook.com/share/p/1dG7eDSjBh/,,2026-08-02T20:54:39+00:00,confirmed,,
MW_CRFA_2627_G-0082,MW_CRFA_2627_048,MW_CSFC_M1,Clifton Lemos,,CAF_MW_000432,5,,1h,,,facebook,https://www.facebook.com/share/p/1Y5PBqfqvd/,,2026-08-05T20:23:42+00:00,confirmed,,
MW_CRFA_2627_G-0083,MW_CRFA_2627_048,MW_CSFC_M1,Ishmael Saidi,,CAF_MW_000419,14,,1h,,,facebook,https://www.facebook.com/share/p/1Y5PBqfqvd/,,2026-08-05T20:23:44+00:00,confirmed,,
MW_SL_2627_G-0192,MW_SL_2627_089,MW_BLUE_M1,Tonic Viyuyi,,CAF_MW_000237,65,,2h,,,facebook,https://www.facebook.com/share/p/1Jq7NKw2pj/,,2026-08-08T22:13:51+00:00,confirmed,,
MW_SL_2627_G-0193,MW_SL_2627_090,MW_EFC_M1,Blessings Malinda,,CAF_MW_000023,38,,1h,,,facebook,https://www.facebook.com/share/p/1Jq7NKw2pj/,,2026-08-08T22:13:59+00:00,confirmed,,
MW_SL_2627_G-0194,MW_SL_2627_090,MW_DD_M1,Marko Chiwaya,,CAF_MW_000155,77,,2h,,,facebook,https://www.facebook.com/share/p/1Jq7NKw2pj/,,2026-08-08T22:14:01+00:00,confirmed,,
MW_SL_2627_G-0196,MW_SL_2627_091,MW_MW_M1,Gaddie Chirwa,,CAF_MW_000433,7,,1h,,,facebook,https://www.facebook.com/share/p/1Jq7NKw2pj/,,2026-08-08T22:14:11+00:00,confirmed,,
MW_NDL_2627_G-0127,MW_NDL_2627_055,MW_CB_M1,Happy Henderson,,CAF_MW_000435,4,,1h,,,facebook,https://www.facebook.com/share/p/1CxcSFTFDm/,,2026-08-08T22:16:19+00:00,confirmed,,
MW_NDL_2627_G-0128,MW_NDL_2627_055,MW_CB_M1,Gift Phiri,,CAF_MW_000436,67,,2h,,,facebook,https://www.facebook.com/share/p/1CxcSFTFDm/,,2026-08-08T22:16:21+00:00,confirmed,,
MW_NDL_2627_G-0129,MW_NDL_2627_055,MW_MCH_M1,Precious Phiri,,CAF_MW_000336,34,,1h,,,facebook,https://www.facebook.com/share/p/1CxcSFTFDm/,,2026-08-08T22:16:23+00:00,confirmed,,
MW_NDL_2627_G-0130,MW_NDL_2627_055,MW_MCH_M1,Precious Phiri,,CAF_MW_000336,84,,2h,,,facebook,https://www.facebook.com/share/p/1CxcSFTFDm/,,2026-08-08T22:16:25+00:00,confirmed,,
MW_NDL_2627_G-0131,MW_NDL_2627_055,MW_MCH_M1,Madalitso Mwachumu,,CAF_MW_000153,41,,1h,,,facebook,https://www.facebook.com/share/p/1CxcSFTFDm/,,2026-08-08T22:16:26+00:00,confirmed,,
MW_NDL_2627_G-0132,MW_NDL_2627_055,MW_MCH_M1,Madalitso Mwachumu,,CAF_MW_000153,58,,2h,,,facebook,https://www.facebook.com/share/p/1CxcSFTFDm/,,2026-08-08T22:16:29+00:00,confirmed,,
MW_NDL_2627_G-0133,MW_NDL_2627_055,MW_MCH_M1,Christopher Chulu,,CAF_MW_000047,78,,2h,,,facebook,https://www.facebook.com/share/p/1CxcSFTFDm/,,2026-08-08T22:16:32+00:00,confirmed,,
MW_NRFA_2627_G-0081,MW_NRFA_2627_030,MW_MAFU_M1,Wongani Kamanga,,CAF_MW_000437,,,,penalty,,facebook,https://www.facebook.com/share/p/1DBe4UKr6Z/,,2026-08-08T22:24:08+00:00,confirmed,,
MW_NRFA_2627_G-0082,MW_NRFA_2627_030,MW_RFC_M1,Zakaria Mphamba,,CAF_MW_000341,,,,,,facebook,https://www.facebook.com/share/p/1DBe4UKr6Z/,,2026-08-08T22:24:11+00:00,confirmed,,
MW_SL_2627_G-0200,MW_SL_2627_095,MW_LM_M1,Rashid Daah,,CAF_MW_000438,53,,2h,,,facebook,https://www.facebook.com/share/p/1DhD1pCtV2/,,2026-08-09T14:58:25+00:00,confirmed,,
MW_SL_2627_G-0201,MW_SL_2627_095,MW_LM_M1,Nicholas Kalondole,,CAF_MW_000439,90,3,2h,,,facebook,https://www.facebook.com/share/p/1DhD1pCtV2/,,2026-08-09T14:58:27+00:00,confirmed,,
MW_SL_2627_G-0202,MW_SL_2627_095,MW_KU_M1,Yusuf Adesola,,CAF_MW_000440,55,,2h,,,facebook,https://www.facebook.com/share/p/1DhD1pCtV2/,,2026-08-09T14:58:31+00:00,confirmed,,
MW_SL_2627_G-0203,MW_SL_2627_096,MW_MFC_M1,Phillimon Ndhlove,,CAF_MW_000193,68,,2h,,,facebook,https://www.facebook.com/share/p/1DhD1pCtV2/,,2026-08-09T14:58:38+00:00,confirmed,,
MW_NDL_2627_G-0134,MW_NDL_2627_056,MW_NZ_M1,Precious Manduwa,,CAF_MW_000196,51,,2h,,,facebook,https://www.facebook.com/share/p/18pYBMCyuy/,,2026-08-09T14:59:14+00:00,confirmed,,
MW_NRFA_2627_G-0083,MW_NRFA_2627_031,MW_CAS_M1,Kennedy Seme,,CAF_MW_000289,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:22:46+00:00,confirmed,,
MW_NRFA_2627_G-0084,MW_NRFA_2627_031,MW_CAS_M1,Kennedy Seme,,CAF_MW_000289,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:22:50+00:00,confirmed,,
MW_NRFA_2627_G-0085,MW_NRFA_2627_031,MW_CAS_M1,Baba Nkhoma,,CAF_MW_000441,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:22:54+00:00,confirmed,,
MW_NRFA_2627_G-0086,MW_NRFA_2627_031,MW_CAS_M1,Samani Nyirenda,,CAF_MW_000442,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:22:57+00:00,confirmed,,
MW_NRFA_2627_G-0087,MW_NRFA_2627_031,MW_LUMA_M1,Frank Mwale,,CAF_MW_000443,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:23:01+00:00,confirmed,,
MW_NRFA_2627_G-0088,MW_NRFA_2627_031,MW_LUMA_M1,Mapalo Gumbo,,CAF_MW_000337,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:23:04+00:00,confirmed,,
MW_NRFA_2627_G-0089,MW_NRFA_2627_032,MW_CHIN_M1,Essau Ngwira,,CAF_MW_000444,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:23:12+00:00,confirmed,,
MW_NRFA_2627_G-0090,MW_NRFA_2627_032,MW_CHIN_M1,Esau Dobie,,CAF_MW_000384,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:23:15+00:00,confirmed,,
MW_NRFA_2627_G-0091,MW_NRFA_2627_033,MW_VSA_M1,Chikondi Saka,,CAF_MW_000445,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:23:21+00:00,confirmed,,
MW_NRFA_2627_G-0092,MW_NRFA_2627_033,MW_VSA_M1,Chikondi Saka,,CAF_MW_000445,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:23:24+00:00,confirmed,,
MW_NRFA_2627_G-0093,MW_NRFA_2627_033,MW_JU_M1,Chikondi Nyirenda,,CAF_MW_000446,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:23:26+00:00,confirmed,,
MW_NRFA_2627_G-0094,MW_NRFA_2627_033,MW_JU_M1,Edwin Nyirenda,,CAF_MW_000447,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:23:28+00:00,confirmed,,
MW_NRFA_2627_G-0095,MW_NRFA_2627_033,MW_JU_M1,Edwin Nyirenda,,CAF_MW_000447,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:23:30+00:00,confirmed,,
MW_NRFA_2627_G-0096,MW_NRFA_2627_033,MW_JU_M1,Duncan Mpoha,,CAF_MW_000448,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:23:32+00:00,confirmed,,
MW_NRFA_2627_G-0097,MW_NRFA_2627_034,MW_CRS_M1,Henderson Kanjika,,CAF_MW_000312,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:23:40+00:00,confirmed,,
MW_NRFA_2627_G-0098,MW_NRFA_2627_034,MW_CRS_M1,Sydney Mhone,,CAF_MW_000449,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:23:42+00:00,confirmed,,
MW_NRFA_2627_G-0099,MW_NRFA_2627_034,MW_CRS_M1,Issa Hassan,,CAF_MW_000450,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:23:45+00:00,confirmed,,
MW_NRFA_2627_G-0100,MW_NRFA_2627_034,MW_CRS_M1,Austine Ngoma,,CAF_MW_000451,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:23:47+00:00,confirmed,,
MW_NRFA_2627_G-0101,MW_NRFA_2627_034,MW_CHIP_M1,Clement Mthali,,CAF_MW_000318,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:23:50+00:00,confirmed,,
MW_NRFA_2627_G-0102,MW_NRFA_2627_035,MW_CHB_M1,Benjamin Mapunda,,CAF_MW_000303,,,,,,facebook,https://www.facebook.com/share/p/1Bmx2jLZSG/,,2026-08-09T22:23:58+00:00,confirmed,,
MW_NRFA_2627_G-0103,MW_NRFA_2627_029,MW_CZU_M1,Steven Phiri,,CAF_MW_000452,68,,2h,,,facebook,https://www.facebook.com/share/p/19945XwprP/,,2026-08-11T21:11:47+00:00,confirmed,,
MW_NRFA_2627_G-0104,MW_NRFA_2627_029,MW_CZU_M1,Kumbukani Chibaka,,CAF_MW_000293,90,5,2h,,,facebook,https://www.facebook.com/share/p/19945XwprP/,,2026-08-11T21:11:50+00:00,confirmed,,
MW_NDL_2627_G-0135,MW_NDL_2627_057,MW_BAS_M1,Lyson Nkhoma,,CAF_MW_000145,4,,1h,,,facebook,https://www.facebook.com/share/p/18vGDRKe9J/,,2026-08-12T21:34:03+00:00,confirmed,,
MW_NDL_2627_G-0136,MW_NDL_2627_057,MW_NU_M1,Hussein Sanudi,,CAF_MW_000104,30,,1h,,,facebook,https://www.facebook.com/share/p/18vGDRKe9J/,,2026-08-12T21:34:05+00:00,confirmed,,
MW_NDL_2627_G-0137,MW_NDL_2627_057,MW_NU_M1,Hussein Sanudi,,CAF_MW_000104,80,,2h,,,facebook,https://www.facebook.com/share/p/18vGDRKe9J/,,2026-08-12T21:34:08+00:00,confirmed,,
MW_SRFA_2627_G-0157,MW_SRFA_2627_080,MW_EFC_M2,Yusuf Namtunga,,CAF_MW_000250,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T17:56:03+00:00,confirmed,,
MW_SRFA_2627_G-0158,MW_SRFA_2627_080,MW_EFC_M2,Yusuf Namtunga,,CAF_MW_000250,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T17:56:06+00:00,confirmed,,
MW_SRFA_2627_G-0159,MW_SRFA_2627_080,MW_EFC_M2,Hestings Malinda,,CAF_MW_000256,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T17:56:08+00:00,confirmed,,
MW_SRFA_2627_G-0160,MW_SRFA_2627_080,MW_NY_M1,Eric Sadia,,CAF_MW_000070,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T17:56:11+00:00,confirmed,,
MW_SRFA_2627_G-0162,MW_SRFA_2627_081,MW_TB_M1,Emmanuel Nkawa,,CAF_MW_000065,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T17:58:45+00:00,confirmed,,
MW_SRFA_2627_G-0163,MW_SRFA_2627_081,MW_TB_M1,Yamikani kazembe,,CAF_MW_000246,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T17:58:52+00:00,confirmed,,
MW_SRFA_2627_G-0164,MW_SRFA_2627_081,MW_TB_M1,Justice Mahilasi,,CAF_MW_000454,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T17:58:56+00:00,confirmed,,
MW_SRFA_2627_G-0165,MW_SRFA_2627_081,MW_TB_M1,Frank Mlimanjira,,CAF_MW_000455,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T17:59:01+00:00,confirmed,,
MW_SRFA_2627_G-0166,MW_SRFA_2627_083,MW_MS_M1,Chikumbutso Makoloni,,CAF_MW_000456,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T18:00:21+00:00,confirmed,,
MW_SRFA_2627_G-0167,MW_SRFA_2627_083,MW_MS_M1,Henry Justin,,CAF_MW_000457,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T18:00:23+00:00,confirmed,,
MW_SRFA_2627_G-0168,MW_SRFA_2627_083,MW_CFC_M1,Nicholas Oscar,,CAF_MW_000255,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T18:00:26+00:00,confirmed,,
MW_SRFA_2627_G-0169,MW_SRFA_2627_082,MW_NCH_M1,Grey Dickson,,CAF_MW_000458,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T18:01:40+00:00,confirmed,,
MW_SRFA_2627_G-0170,MW_SRFA_2627_082,MW_NFC_M1,Chikumbutso Burton,,CAF_MW_000040,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T18:01:43+00:00,confirmed,,
MW_SRFA_2627_G-0171,MW_SRFA_2627_082,MW_NFC_M1,Chikumbutso Burton,,CAF_MW_000040,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T18:01:47+00:00,confirmed,,
MW_SRFA_2627_G-0172,MW_SRFA_2627_085,MW_QAS_M1,George Makoko,,CAF_MW_000082,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T18:03:13+00:00,confirmed,,
MW_SRFA_2627_G-0173,MW_SRFA_2627_085,MW_QAS_M1,George Makoko,,CAF_MW_000082,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T18:03:17+00:00,confirmed,,
MW_SRFA_2627_G-0174,MW_SRFA_2627_085,MW_QAS_M1,George Makoko,,CAF_MW_000082,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T18:03:20+00:00,confirmed,,
MW_SRFA_2627_G-0175,MW_SRFA_2627_085,MW_QAS_M1,George Makoko,,CAF_MW_000082,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T18:03:22+00:00,confirmed,,
MW_SRFA_2627_G-0176,MW_SRFA_2627_085,MW_QAS_M1,Thomas Selemani,,CAF_MW_000460,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T18:03:25+00:00,confirmed,,
MW_SRFA_2627_G-0177,MW_SRFA_2627_084,MW_MW_M2,Amin Yusuf,,CAF_MW_000010,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T18:04:00+00:00,confirmed,,
MW_SRFA_2627_G-0178,MW_SRFA_2627_084,MW_MW_M2,Amin Yusuf,,CAF_MW_000010,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T18:04:03+00:00,confirmed,,
MW_SRFA_2627_G-0179,MW_SRFA_2627_084,MW_ZU_M1,Yohane Mambo,,CAF_MW_000249,,,,,,facebook,https://www.facebook.com/share/p/191sP5bTaT/,,2026-08-13T18:04:07+00:00,confirmed,,
MW_SL_2627_G-0204,MW_SL_2627_097,MW_CU_M1,Olamba Ngese,,CAF_MW_000183,60,,2h,penalty,,facebook,https://www.facebook.com/share/p/1EZ3ksBHns/,,2026-08-15T16:01:11+00:00,confirmed,,
MW_SL_2627_G-0209,MW_SL_2627_100,MW_MAFC_M1,Chifundo Molosen,,CAF_MW_000462,75,,2h,,,facebook,https://www.facebook.com/share/p/1EZ3ksBHns/,,2026-08-15T16:01:41+00:00,confirmed,,
MW_SL_2627_G-0210,MW_SL_2627_100,MW_MFC_M1,Luke Chima,,CAF_MW_000463,25,,1h,,,facebook,https://www.facebook.com/share/p/1EZ3ksBHns/,,2026-08-15T16:01:46+00:00,confirmed,,
MW_NDL_2627_G-0138,MW_NDL_2627_060,MW_EXFC_M1,Mathews Mtalakwesi,,CAF_MW_000158,4,,1h,,,facebook,https://www.facebook.com/share/p/18qatGsBFM/,,2026-08-15T16:03:13+00:00,confirmed,,
MW_NDL_2627_G-0139,MW_NDL_2627_060,MW_EXFC_M1,Mathews Mtalakwesi,,CAF_MW_000158,42,,1h,,,facebook,https://www.facebook.com/share/p/18qatGsBFM/,,2026-08-15T16:03:16+00:00,confirmed,,
MW_SRFA_2627_G-0180,MW_SRFA_2627_087,MW_LBTY_M1,Mario Mkhoma,,CAF_MW_000154,,,,,,facebook,https://www.facebook.com/share/p/1DnM5XyRuA/,,2026-08-15T16:07:03+00:00,confirmed,,
MW_SRFA_2627_G-0181,MW_SRFA_2627_087,MW_LBTY_M1,Boniface Ndamera,,CAF_MW_000464,,,,,,facebook,https://www.facebook.com/share/p/1DnM5XyRuA/,,2026-08-15T16:07:06+00:00,confirmed,,
MW_SRFA_2627_G-0182,MW_SRFA_2627_087,MW_LBTY_M1,Ibrahim Mitochi,,CAF_MW_000465,,,,,,facebook,https://www.facebook.com/share/p/1DnM5XyRuA/,,2026-08-15T16:07:09+00:00,confirmed,,
MW_SRFA_2627_G-0183,MW_SRFA_2627_088,MW_ZU_M1,Yohane Mambo,,CAF_MW_000249,,,,,,facebook,https://www.facebook.com/share/p/1DnM5XyRuA/,,2026-08-15T16:07:16+00:00,confirmed,,
MW_CRFA_2627_G-0084,MW_CRFA_2627_050,MW_SS_M2,Archangel Maloya,,CAF_MW_000466,54,,2h,,,facebook,https://www.facebook.com/share/p/1DtBPMLPjP/,,2026-08-15T16:09:47+00:00,confirmed,,
MW_CRFA_2627_G-0085,MW_CRFA_2627_049,MW_MU_M1,Figo Chilindiza,,CAF_MW_000467,78,,2h,,,facebook,https://www.facebook.com/share/p/18x4cgt1rA/,,2026-08-15T16:10:34+00:00,confirmed,,
MW_CRFA_2627_G-0086,MW_CRFA_2627_049,MW_MU_M1,Hamza Owen,,CAF_MW_000278,90,,2h,,,facebook,https://www.facebook.com/share/p/18x4cgt1rA/,,2026-08-15T16:10:37+00:00,confirmed,,
MW_CRFA_2627_G-0087,MW_CRFA_2627_052,MW_BLUE_M2,Blessings Makhula,,CAF_MW_000022,11,,1h,,,facebook,https://www.facebook.com/share/p/19WBCsbtjQ/,,2026-08-15T16:14:01+00:00,confirmed,,
MW_CRFA_2627_G-0088,MW_CRFA_2627_052,MW_BLUE_M2,Samuel Viyuyi,,CAF_MW_000216,30,,1h,,,facebook,https://www.facebook.com/share/p/19WBCsbtjQ/,,2026-08-15T16:14:04+00:00,confirmed,,
MW_CRFA_2627_G-0089,MW_CRFA_2627_052,MW_BLUE_M2,Andrew Mapemba,,CAF_MW_000469,90,,2h,,,facebook,https://www.facebook.com/share/p/19WBCsbtjQ/,,2026-08-15T16:14:07+00:00,confirmed,,
MW_CRFA_2627_G-0090,MW_CRFA_2627_052,MW_TNS_M1,Allie Amadu,,CAF_MW_000468,70,,2h,,,facebook,https://www.facebook.com/share/p/19WBCsbtjQ/,,2026-08-15T16:14:10+00:00,confirmed,,
MW_NRFA_2627_G-0105,MW_NRFA_2627_037,MW_CHIP_M1,Clement Mthali,,CAF_MW_000318,,,,,,facebook,https://www.facebook.com/share/p/1SAm51ZjN7/,,2026-08-15T16:20:38+00:00,confirmed,,
MW_NRFA_2627_G-0106,MW_NRFA_2627_037,MW_CHIP_M1,Rodrick Kasudza,,CAF_MW_000470,,,,,,facebook,https://www.facebook.com/share/p/1SAm51ZjN7/,,2026-08-15T16:20:41+00:00,confirmed,,
MW_NRFA_2627_G-0107,MW_NRFA_2627_037,MW_VSA_M1,George Masewo,,CAF_MW_000471,,,,,,facebook,https://www.facebook.com/share/p/1SAm51ZjN7/,,2026-08-15T16:20:43+00:00,confirmed,,
MW_KU19_2627_034_G1,MW_KU19_2627_034,MW_EFC_U19,,Dapay Banda,CAF_MW_UNKNOWN,,,,,,reporter,,MW_REP_001,2026-08-16T07:50:26.695752+00:00,unconfirmed,,
MW_KU19_2627_034_G2,MW_KU19_2627_034,MW_EFC_U19,,Dapay Banda,CAF_MW_UNKNOWN,,,,,,reporter,,MW_REP_001,2026-08-16T07:50:41.279996+00:00,unconfirmed,,
MW_SL_2627_102_G1,MW_SL_2627_102,MW_DD_M1,,Tathedwa Willard,CAF_MW_000472,37,,,,,reporter,,MW_REP_001,2026-08-16T15:29:24.976948+00:00,unconfirmed,,
MW_SL_2627_103_G1,MW_SL_2627_103,MW_MW_M1,,Sama Thierry Tanjong,CAF_MW_000404,13,,,,,reporter,,MW_REP_001,2026-08-16T15:30:27.891387+00:00,unconfirmed,,
MW_SL_2627_103_G2,MW_SL_2627_103,MW_MW_M1,,Emmanuel Nyirenda,CAF_MW_000475,45+2,,,,,reporter,,MW_REP_001,2026-08-16T15:30:50.14428+00:00,unconfirmed,,
MW_SL_2627_104_G1,MW_SL_2627_104,MW_BLUE_M1,,Enock Jobo,CAF_MW_000067,18,,,,,reporter,,MW_REP_001,2026-08-16T15:31:15.49405+00:00,unconfirmed,,
MW_SL_2627_104_G2,MW_SL_2627_104,MW_CSU_M1,,Joseph Ziwa,CAF_MW_000476,37,,,,,reporter,,MW_REP_001,2026-08-16T15:31:27.14295+00:00,unconfirmed,,
MW_SL_2627_104_G3,MW_SL_2627_104,MW_CSU_M1,,Saulos Moyo,CAF_MW_000403,47,,,,,reporter,,MW_REP_001,2026-08-16T15:31:33.713383+00:00,unconfirmed,,
MW_SL_2627_102_G2,MW_SL_2627_102,MW_CS_M1,,Hassan Hussein,CAF_MW_000473,89,,,,,reporter,,MW_REP_001,2026-08-16T15:32:35.793592+00:00,unconfirmed,,
MW_NRFA_2627_038_G1,MW_NRFA_2627_038,MW_LVFC_M1,,Tyson Soko,CAF_MW_000477,,,,,,reporter,,MW_REP_001,2026-08-16T15:36:16.775674+00:00,unconfirmed,,
MW_NRFA_2627_038_G2,MW_NRFA_2627_038,MW_LVFC_M1,,Kingsley Mkandawire,CAF_MW_000478,,,,,,reporter,,MW_REP_001,2026-08-16T15:36:32.749909+00:00,unconfirmed,,
MW_NRFA_2627_038_G3,MW_NRFA_2627_038,MW_LVFC_M1,,Abraham Mvula,CAF_MW_000479,,,,,,reporter,,MW_REP_001,2026-08-16T15:36:59.402208+00:00,unconfirmed,,
MW_NRFA_2627_042_G1,MW_NRFA_2627_042,MW_LUMA_M1,,Charles Kamanga,CAF_MW_000481,,,,,,reporter,,MW_REP_001,2026-08-16T15:37:47.103763+00:00,unconfirmed,,
MW_NRFA_2627_042_G2,MW_NRFA_2627_042,MW_LUMA_M1,,Mapalo Gumbo,CAF_MW_000337,,,,,,reporter,,MW_REP_001,2026-08-16T15:37:53.487944+00:00,unconfirmed,,
MW_NRFA_2627_042_G3,MW_NRFA_2627_042,MW_MAFU_M1,,Wanangwa Gama,CAF_MW_000482,,,,,,reporter,,MW_REP_001,2026-08-16T15:38:03.100617+00:00,unconfirmed,,
MW_NRFA_2627_039_G1,MW_NRFA_2627_039,MW_JU_M1,,Chisomo Mygha,CAF_MW_000431,,,,,,reporter,,MW_REP_001,2026-08-16T15:38:23.826796+00:00,unconfirmed,,
MW_NRFA_2627_039_G2,MW_NRFA_2627_039,MW_CHIN_M1,,Temwa Ndhlovu,CAF_MW_000235,,,,,,reporter,,MW_REP_001,2026-08-16T15:38:32.67839+00:00,unconfirmed,,
MW_NRFA_2627_040_G1,MW_NRFA_2627_040,MW_EV_M1,,Joseph Banda,CAF_MW_000290,,,,,,reporter,,MW_REP_001,2026-08-16T15:39:03.029353+00:00,unconfirmed,,
MW_NRFA_2627_041_G1,MW_NRFA_2627_041,MW_EKW_M1,,Mphatso Kumwenda,CAF_MW_000305,,,,,,reporter,,MW_REP_001,2026-08-16T15:39:19.074734+00:00,unconfirmed,,
MW_NRFA_2627_041_G2,MW_NRFA_2627_041,MW_CAS_M1,,James Zonga,CAF_MW_000483,,,,,,reporter,,MW_REP_001,2026-08-16T15:39:25.297112+00:00,unconfirmed,,
MW_NDL_2627_058_G1,MW_NDL_2627_058,MW_CBWE_M1,,Madalitso Haji,CAF_MW_000151,45,,,,,reporter,,MW_REP_001,2026-08-17T08:44:35.538906+00:00,unconfirmed,,
MW_NDL_2627_058_G2,MW_NDL_2627_058,MW_CBWE_M1,,Kondwani Siliya,CAF_MW_000131,64,,,,,reporter,,MW_REP_001,2026-08-17T08:44:35.599554+00:00,unconfirmed,,
MW_NDL_2627_058_G3,MW_NDL_2627_058,MW_NS_M1,,Moses Gunde,CAF_MW_000175,2,,,,,reporter,,MW_REP_001,2026-08-17T08:44:35.652338+00:00,unconfirmed,,
MW_NDL_2627_058_G4,MW_NDL_2627_058,MW_NS_M1,,Madalitso Jeffrey,CAF_MW_000484,10,,,,,reporter,,MW_REP_001,2026-08-17T08:44:35.70994+00:00,unconfirmed,,
MW_CRFA2_2627_016_G1,MW_CRFA2_2627_016,MW_SALSPA_M1,,Chinsinsi Twaya,CAF_MW_000485,57,,,penalty,,reporter,,MW_REP_001,2026-08-18T11:01:28.368987+00:00,unconfirmed,,
MW_CRFA2_2627_016_G2,MW_CRFA2_2627_016,MW_SALSPA_M1,,Gift Mwale,CAF_MW_000486,62,,,,,reporter,,MW_REP_001,2026-08-18T11:01:28.44008+00:00,unconfirmed,,
MW_CRFA2_2627_015_G1,MW_CRFA2_2627_015,MW_LIKUNI_M1,,Tadala Masina,CAF_MW_000487,47,,,,,reporter,,MW_REP_001,2026-08-18T11:02:01.315791+00:00,unconfirmed,,
