match_id,team_id,player_name,player_id,shirt_number,position,role,captain,motm,minute_on,minute_off,replaced_player,yellow_card,yellow_red_card,red_card
MW_SL_2627_050,MW_SS_M1,Chinsisi Maonga,CAF_MW_000043,,,starting,,,,61,,,,
MW_SRFA_2627_090,MW_EFC_M2,Dominic Kayamba,CAF_MW_000055,,,starting,,,,,,,,
MW_SL_2627_101,MW_BULL_M1,Chawanangwa Gumbo,CAF_MW_000535,29,,starting,,,,72,,,,
MW_SRFA_2627_090,MW_BULL_M2,Matthews Nkunika,CAF_MW_000615,,,starting,,,,46,,,,
MW_SL_2627_039,MW_SS_M1,Ernest Petro,CAF_MW_000071,17,,starting,,1,,,,,,
MW_SL_2627_093,MW_BULL_M1,Chawanangwa Gumbo,CAF_MW_000535,29,,starting,,,,55,,,,
MW_SL_2627_093,MW_CU_M1,Oriafo Friday Osagie,CAF_MW_000683,9,,starting,,,,84,,,,
MW_SL_2627_041,MW_SS_M1,Ernest Petro,CAF_MW_000071,17,,starting,,1,,,,,,
MW_SL_2627_020,MW_SS_M1,Levison Maganizo,CAF_MW_000543,46,,starting,,,,82,,,,
MW_SRFA_2627_079,MW_LBTY_M1,Ohmo Kangoma,CAF_MW_000704,,,starting,,,,87,,,,
MW_SRFA_2627_079,MW_BULL_M2,Duncan Kumbuyo,CAF_MW_000056,,,starting,,,,72,,,,
MW_SL_2627_092,MW_SS_M1,Zebron Kalima,CAF_MW_000353,,,starting,,1,,90+4,,,,
MW_SL_2627_030,MW_SS_M1,Levison Maganizo,CAF_MW_000543,46,,starting,,,,,,,,
MW_SL_2627_011,MW_SS_M1,Festus Duwe,CAF_MW_000074,66,,starting,,,,85,,,,
MW_SL_2627_003,MW_SS_M1,Ernest Petro,CAF_MW_000071,17,,starting,,,,,,,,
MW_SL_2627_086,MW_BULL_M1,Maxwell Phodo,CAF_MW_000167,20,,starting,,,,46,,,,
MW_SRFA_2627_087,MW_MS_M1,Jimmy Banda,CAF_MW_000116,11,,starting,,,,62,,,,
MW_SRFA_2627_091,MW_MWU_M1,Happy Fombe,CAF_MW_000734,12,,starting,,,,,,,,
MW_TOP8_2627_011,MW_MW_M1,Mphatso Kamanga,CAF_MW_000973,11,,starting,,,,,,,,
MW_SRFA2_2627_028,MW_LIM_M1,Kelvin Nkhoma,CAF_MW_000754,7,MF,starting,,,,51,,,,
MW_SL_2627_099,MW_REDL_M1,Mphatso Magaleta,CAF_MW_000178,6,,starting,,,,,,,,
MW_SL_2627_099,MW_MB_M1,Jimmy Viyuyi,CAF_MW_000791,4,,starting,,,,78,,,,
MW_SL_2627_091,MW_MB_M1,Jimmy Viyuyi,CAF_MW_000791,4,,starting,,,,,,,,
MW_SRFA_2627_096,MW_MWU_M1,Alex Thyangathyanga,CAF_MW_000264,11,,starting,,,,,,,,
MW_CRFA_2627_018,MW_MC_M1,Elija Leman,CAF_MW_000821,66,,starting,,,,,,,,
MW_TOP8_2627_011,MW_EFC_M1,Chimwemwe Chunga,CAF_MW_000041,11,,starting,,,,,,,,
MW_CRFA_2627_018,MW_MV_M1,Kelvin Mustafa,CAF_MW_000838,7,,starting,,,,,,,,
MW_CRFA2_2627_020,MW_LOBIYS_M1,Raffick Banda,CAF_MW_000863,9,,starting,,,,,,,,
MW_NRFA_2627_049,MW_CZU_M1,Patrick Jiya,CAF_MW_000903,99,MF,starting,,,,,,,,
MW_SL_2627_082,MW_SS_M1,Ernest Petro,CAF_MW_000071,,,starting,,,,,,,,
MW_SL_2627_101,MW_KU_M1,Godfry Siwale,CAF_MW_000600,15,,starting,,,,,,,,
MW_SL_2627_098,MW_SS_M1,Ernest Petro,CAF_MW_000071,,,starting,,,,,,,,
MW_SL_2627_069,MW_SS_M1,Festus Duwe,CAF_MW_000074,66,,starting,,,,,,,,
MW_BDU14_2627_001,MW_HEBW_M1,Bashir Mussa,CAF_MW_000565,2,,starting,,,,,,,,
MW_SL_2627_080,MW_SS_M1,Zebron Kalima,CAF_MW_000353,,,starting,,,,89,,,,
MW_TOP8_2627_008,MW_SS_M1,Ernest Petro,CAF_MW_000071,,,starting,,,,,,,,
MW_KU19_2627_030,MW_BULL_U19,Gomezgani Maziya,CAF_MW_000649,,,starting,,,,,,,,
MW_TOP8_2627_004,MW_SS_M1,Zebron Kalima,CAF_MW_000353,,,starting,,,,77,,,,
MW_SL_2627_060,MW_SS_M1,Ernest Petro,CAF_MW_000071,,,starting,,,,,,,,
MW_KU19_2627_030,MW_CCS_MU19,Razack Ali,CAF_MW_000667,,,starting,,,,,,,,
MW_SL_2627_050,MW_SS_M1,Zebron Kalima,CAF_MW_000353,,,starting,,,,77,,,,
MW_SRFA_2627_090,MW_EFC_M2,Maxwell Sakanamba,CAF_MW_000628,,,starting,,,,,,,,
MW_SL_2627_101,MW_BULL_M1,Wongani Lungu,CAF_MW_000582,19,,starting,,,,,,,,
MW_SRFA_2627_090,MW_BULL_M2,Francis Malikebu,CAF_MW_000076,,,starting,1,,,,,,,
MW_SL_2627_039,MW_SS_M1,Festus Duwe,CAF_MW_000074,66,,starting,,,,,,,,
MW_SL_2627_093,MW_BULL_M1,Wongani Lungu,CAF_MW_000582,19,,starting,,,,88,,,,
MW_SL_2627_093,MW_CU_M1,Augustine Njongoroh,CAF_MW_000684,14,,starting,,,,69,,,,
MW_SL_2627_041,MW_SS_M1,Uchizi Vunga,CAF_MW_000575,22,,starting,,,,,,,,
MW_SL_2627_020,MW_SS_M1,Festus Duwe,CAF_MW_000074,66,,starting,,,,,,,,
MW_SRFA_2627_079,MW_LBTY_M1,Ibrahim Mitochi,CAF_MW_000465,,,starting,,,,,,,,
MW_SRFA_2627_079,MW_BULL_M2,Francis Malikebu,CAF_MW_000076,,,starting,,,,87,,1,,
MW_SL_2627_092,MW_SS_M1,Ernest Petro,CAF_MW_000071,,,starting,,,,,,,,
MW_SL_2627_030,MW_SS_M1,Ernest Petro,CAF_MW_000071,17,,starting,,,,,,,,
MW_SL_2627_011,MW_SS_M1,Chinsisi Maonga,CAF_MW_000043,7,,starting,,,,80,,,,
MW_SL_2627_003,MW_SS_M1,Levison Maganizo,CAF_MW_000543,46,,starting,,,,,,,,
MW_SL_2627_086,MW_BULL_M1,Andrew Jovinala,CAF_MW_000587,21,,starting,,,,,,,,
MW_SRFA_2627_087,MW_MS_M1,Gerson Justin,CAF_MW_000084,14,,starting,,,,,,,,
MW_SRFA_2627_091,MW_MWU_M1,Macmillan Mwale,CAF_MW_000735,7,,starting,,,,61,,,,
MW_TOP8_2627_011,MW_MW_M1,Gaddie Chirwa,CAF_MW_000433,10,,starting,,,,,,,,
MW_SRFA2_2627_028,MW_LIM_M1,Emmanuel Banda,CAF_MW_000755,8,MF,starting,,,,51,,,,
MW_SL_2627_099,MW_REDL_M1,Shukurani Mussa,CAF_MW_000349,17,,starting,,,,,,,,
MW_SL_2627_099,MW_MB_M1,Redson Nkhoma,CAF_MW_000792,66,,starting,,,,23,,,,
MW_SL_2627_091,MW_MB_M1,Redson Nkhoma,CAF_MW_000792,66,,starting,,,,51,,,,
MW_SRFA_2627_096,MW_MWU_M1,Blessings Willy,CAF_MW_000745,8,,starting,,,,,,,,
MW_CRFA_2627_018,MW_MC_M1,Christopher Gomani,CAF_MW_000048,10,,starting,,,,,,,,
MW_TOP8_2627_011,MW_EFC_M1,Nyirenda,CAF_MW_001101,7,,starting,,,,68,,,,
MW_CRFA_2627_018,MW_MV_M1,Michael Ng'oma,CAF_MW_000839,26,,starting,,,,,,,,
MW_CRFA2_2627_020,MW_LOBIYS_M1,Thom Criopher,CAF_MW_000864,11,,starting,,,,,,,,
MW_NRFA_2627_049,MW_CZU_M1,Dickies Nyirenda,CAF_MW_000287,7,MF,starting,,,,,,,,
MW_SL_2627_082,MW_SS_M1,Lasuli Jali,CAF_MW_000334,,,starting,,,,61,,,,
MW_SL_2627_101,MW_KU_M1,Steven Steven,CAF_MW_000601,23,,starting,,,,76,,,,
MW_SL_2627_098,MW_SS_M1,Lasuli Jali,CAF_MW_000334,,,starting,,,,81,,,,
MW_SL_2627_069,MW_SS_M1,Dan Sandukira,CAF_MW_000553,20,,starting,,,,,,,,
MW_BDU14_2627_001,MW_HEBW_M1,Yamikan Victor,CAF_MW_000566,8,,starting,1,,,,,,,
MW_SL_2627_080,MW_SS_M1,Ernest Petro,CAF_MW_000071,,,starting,,,,,,,,
MW_TOP8_2627_008,MW_SS_M1,Festus Duwe,CAF_MW_000074,,,starting,,,,78,,,,
MW_KU19_2627_030,MW_BULL_U19,Prince Jamali,CAF_MW_000650,,,starting,,,,,,,,
MW_TOP8_2627_004,MW_SS_M1,Ernest Petro,CAF_MW_000071,,,starting,,,,,,1,,
MW_SL_2627_060,MW_SS_M1,Lasuli Jali,CAF_MW_000334,,,starting,,,,67,,,,
MW_KU19_2627_030,MW_CCS_MU19,Rasul Wabu,CAF_MW_000668,,,starting,,,,,,,,
MW_SL_2627_050,MW_SS_M1,Ernest Petro,CAF_MW_000071,,,starting,,,,,,,,
MW_SRFA_2627_090,MW_EFC_M2,Hastings Masinda,CAF_MW_000629,,,starting,,,,73,,,,
MW_SL_2627_101,MW_BULL_M1,Maxwell Phado,CAF_MW_000583,20,,starting,,,,58,,1,,
MW_SRFA_2627_090,MW_BULL_M2,Charles Kasalanga,CAF_MW_000616,,,starting,,,,72,,,,
MW_SL_2627_039,MW_SS_M1,Zebron Kalima,CAF_MW_000353,10,,starting,1,,,,,,,
MW_SL_2627_093,MW_BULL_M1,Peter Banda,CAF_MW_000402,7,,starting,,,,63,,,,
MW_SL_2627_093,MW_CU_M1,Olamba Ngesi,CAF_MW_000685,20,,starting,,,,,,,,
MW_SL_2627_041,MW_SS_M1,Andrew Joseph,CAF_MW_000013,30,,starting,,,,,,,,
MW_SL_2627_020,MW_SS_M1,Lameck Gamphani,CAF_MW_000544,77,,starting,,,,46,,,,
MW_SRFA_2627_079,MW_LBTY_M1,Alick Julius,CAF_MW_000705,,,starting,,,,,,,,
MW_SRFA_2627_079,MW_BULL_M2,Limbani Manyamba,CAF_MW_000697,,,starting,,,,55,,,,
MW_SL_2627_092,MW_SS_M1,Lasuli Jali,CAF_MW_000334,,,starting,,,,66,,,,
MW_SL_2627_030,MW_SS_M1,Lameck Gamphani,CAF_MW_000544,77,,starting,,,,71,,,,
MW_SL_2627_011,MW_SS_M1,Ernest Petro,CAF_MW_000071,17,,starting,,,,,,,,
MW_SL_2627_003,MW_SS_M1,Festus Duwe,CAF_MW_000074,66,,starting,,,,80,,,,
MW_SL_2627_086,MW_BULL_M1,Emmanuel Kaunga,CAF_MW_000580,26,,starting,,,,,,,,
MW_SRFA_2627_087,MW_MS_M1,Comfort Fukizi,CAF_MW_000720,15,,starting,,,,46,,,,
MW_SRFA_2627_091,MW_MWU_M1,Yankho Mafuta,CAF_MW_000248,9,,starting,,,,61,,,,
MW_SRFA2_2627_028,MW_LIM_M1,White Notah,CAF_MW_000756,9,FW,starting,,,,,,1,,
MW_TOP8_2627_011,MW_MW_M1,Nahipa,CAF_MW_001090,33,,starting,,,,46,,,,
MW_SL_2627_099,MW_REDL_M1,Matamando Mwatchipisa,CAF_MW_000157,14,,starting,,,,,,,,
MW_SL_2627_099,MW_MB_M1,Nadrick Nyirenda,CAF_MW_000793,26,,starting,,,,78,,,,
MW_SL_2627_091,MW_MB_M1,Lesman Singini,CAF_MW_000811,7,,starting,,,,51,,,,
MW_SRFA_2627_096,MW_MWU_M1,Pemphero Friday,CAF_MW_000744,9,,starting,,,,,,,,
MW_CRFA_2627_018,MW_MC_M1,Macdonald Chirwa,CAF_MW_000273,7,,starting,,,,,,,,
MW_TOP8_2627_011,MW_EFC_M1,Allen Chihana,CAF_MW_000009,20,,starting,,,,,,,,
MW_CRFA_2627_018,MW_MV_M1,Jafali John,CAF_MW_000840,17,,starting,,,,,,,,
MW_CRFA2_2627_020,MW_LOBIYS_M1,Daniel Marko,CAF_MW_000865,10,,starting,,,,,,,,
MW_NRFA_2627_049,MW_CZU_M1,Benjamin Nyirenda,CAF_MW_000904,6,FW,starting,,,,,,,,
MW_SL_2627_082,MW_SS_M1,Andrew Joseph,CAF_MW_000013,,,starting,,,,90,,,,
MW_SL_2627_101,MW_KU_M1,Lovemore Ngolombe,CAF_MW_000602,28,,starting,,,,,,,,
MW_SL_2627_098,MW_SS_M1,Andrew Joseph,CAF_MW_000013,,,starting,,,,87,,,,
MW_SL_2627_069,MW_SS_M1,Lasuli Jali,CAF_MW_000334,8,,starting,,,,43,,,,
MW_BDU14_2627_001,MW_HEBW_M1,Cosmas Mdoka,CAF_MW_000567,7,,starting,,,,21,,,,
MW_SL_2627_080,MW_SS_M1,Andrew Joseph,CAF_MW_000013,,,starting,,,,53,,,,
MW_TOP8_2627_008,MW_SS_M1,Levison Maganizo,CAF_MW_000543,,,starting,,,,,,1,,
MW_KU19_2627_030,MW_BULL_U19,Francis Alfazema,CAF_MW_000651,,,starting,,,,,,1,,
MW_TOP8_2627_004,MW_SS_M1,Levison Maganizo,CAF_MW_000543,,,starting,,,,61,,,,
MW_SL_2627_060,MW_SS_M1,Lameck Gamphani,CAF_MW_000544,,,starting,,,,67,,,,
MW_KU19_2627_030,MW_CCS_MU19,Fabiano Chimenya,CAF_MW_000669,,,starting,,,,,,,,
MW_SL_2627_050,MW_SS_M1,Levison Maganizo,CAF_MW_000543,,,starting,,,,,,,,
MW_SRFA_2627_090,MW_EFC_M2,Dalisoul Yawanda,CAF_MW_000630,,,starting,,,,46,,,,
MW_SL_2627_101,MW_BULL_M1,Misheck Billiat,CAF_MW_000584,28,,starting,,,,,,,,
MW_SRFA_2627_090,MW_BULL_M2,Verson Mudu,CAF_MW_000240,,,starting,,,,46,,1,,
MW_SL_2627_039,MW_SS_M1,Andrew Joseph,CAF_MW_000013,30,,starting,,,,65,,,,
MW_SL_2627_093,MW_BULL_M1,Clever Kalambo,CAF_MW_000050,11,,starting,,,,88,,1,,
MW_SL_2627_093,MW_CU_M1,Kenson Mlenga,CAF_MW_000686,21,,starting,,,,,,1,,
MW_SL_2627_041,MW_SS_M1,Mcdonald Lameck,CAF_MW_000169,,,starting,,,,,,,,
MW_SL_2627_020,MW_SS_M1,Ernest Petro,CAF_MW_000071,17,,starting,,,,,,,,
MW_SRFA_2627_079,MW_LBTY_M1,Mario Nkhoma,CAF_MW_000706,,,starting,,,,,,1,,
MW_SRFA_2627_079,MW_BULL_M2,Kondwani Chaula,CAF_MW_000362,,,starting,,,,72,,,,
MW_SL_2627_092,MW_SS_M1,Andrew Joseph,CAF_MW_000013,,,starting,,,,76,,,,
MW_SL_2627_030,MW_SS_M1,Andrew Joseph,CAF_MW_000013,30,,starting,,,,71,,,,
MW_SL_2627_011,MW_SS_M1,Levison Maganizo,CAF_MW_000543,46,,starting,,,,,,,,
MW_SL_2627_003,MW_SS_M1,Chinsisi Maonga,CAF_MW_000043,7,,starting,,,,64,,,,
MW_SL_2627_086,MW_BULL_M1,Chawanangwa Gumbo,CAF_MW_000535,29,,starting,1,,,,,,,
MW_SRFA_2627_087,MW_MS_M1,Alex Mhango,CAF_MW_000721,16,,starting,,,,,,,,
MW_SRFA_2627_091,MW_MWU_M1,Enock Chikungu,CAF_MW_000736,8,,starting,,,,,,,,
MW_SRFA2_2627_028,MW_LIM_M1,Jobe Chikopa,CAF_MW_000757,10,FW,starting,,,,,,,,
MW_TOP8_2627_011,MW_MW_M1,Clement Nyondo,CAF_MW_000049,30,,starting,,,,46,,,,
MW_SL_2627_099,MW_REDL_M1,Bokosi,CAF_MW_000775,19,,starting,,,,,,,,
MW_SL_2627_099,MW_MB_M1,Brown Magaga,CAF_MW_000794,10,,starting,,,,,,,,
MW_SL_2627_091,MW_MB_M1,Brown Magaga,CAF_MW_000794,10,,starting,,,,51,,,,
MW_SRFA_2627_096,MW_MWU_M1,Owen Juma,CAF_MW_000740,13,,starting,,,,,,,,
MW_CRFA_2627_018,MW_MC_M1,Tonny Biwi,CAF_MW_000822,47,,starting,,,,,,,,
MW_TOP8_2627_011,MW_EFC_M1,Blessings Malinda,CAF_MW_000023,47,,starting,,1,,,,,,
MW_CRFA_2627_018,MW_MV_M1,Bright Ngonga,CAF_MW_000028,9,,starting,,1,,,,,,
MW_CRFA2_2627_020,MW_LOBIYS_M1,Chisomo Tembo,CAF_MW_000866,33,,starting,,,,,,,,
MW_NRFA_2627_049,MW_CZU_M1,Kumbukani Banya,CAF_MW_000905,49,FW,starting,,,,,,,,
MW_SL_2627_082,MW_SS_M1,Chinsisi Maonga,CAF_MW_000043,,,starting,,,,61,,,,
MW_SL_2627_101,MW_KU_M1,Kennedy Mwakabaghe,CAF_MW_000123,30,,starting,,,,,,,,
MW_SL_2627_098,MW_SS_M1,Lameck Gamphani,CAF_MW_000544,,,starting,,,,41,,1,,
MW_SL_2627_069,MW_SS_M1,Charles Chipala,CAF_MW_000032,80,,starting,,,,81,,,,
MW_BDU14_2627_001,MW_HEBW_M1,Kondwani Jere,CAF_MW_000568,11,,starting,,,,,,,,
MW_SL_2627_080,MW_SS_M1,Festus Duwe,CAF_MW_000074,,,starting,,,,25,,,,
MW_TOP8_2627_008,MW_SS_M1,Charles Chipala,CAF_MW_000032,,,starting,,,,63,,,,
MW_KU19_2627_030,MW_BULL_U19,Chawanangwa Mhango,CAF_MW_000652,,,starting,,,,,,,,
MW_TOP8_2627_004,MW_SS_M1,Charles Chipala,CAF_MW_000032,,,starting,,,,61,,,,
MW_SL_2627_060,MW_SS_M1,Charles Chipala,CAF_MW_000032,,,starting,,,,67,,,,
MW_KU19_2627_030,MW_CCS_MU19,Umali James,CAF_MW_000670,,,starting,,,,,,,,
MW_SL_2627_050,MW_SS_M1,Charles Chipala,CAF_MW_000032,,,starting,,,,,,,,
MW_SRFA_2627_090,MW_EFC_M2,Edson Chisalo,CAF_MW_000631,,,starting,,,,,,,,
MW_SL_2627_101,MW_BULL_M1,Ephraim Kondowe,CAF_MW_000069,13,,starting,,,,90+5,,,,
MW_SRFA_2627_090,MW_BULL_M2,Jazil Bannet,CAF_MW_000617,,,starting,,,,,,,,
MW_SL_2627_039,MW_SS_M1,Lameck Gamphani,CAF_MW_000544,77,,starting,,,,46,,,,
MW_SL_2627_093,MW_BULL_M1,Ephraim Kondowe,CAF_MW_000069,13,,starting,,,,55,,,,
MW_SL_2627_093,MW_CU_M1,Chancy Kaonga,CAF_MW_000347,35,,starting,,,,46,,,,
MW_SL_2627_041,MW_SS_M1,Festus Duwe,CAF_MW_000074,66,,starting,,,,73,,,,
MW_SRFA_2627_079,MW_LBTY_M1,Boniface Ndamera,CAF_MW_000464,,,starting,,,,55,,,,
MW_SRFA_2627_079,MW_BULL_M2,Jazil Bannet,CAF_MW_000617,,,starting,,,,,,,,
MW_SL_2627_092,MW_SS_M1,Chinsisi Maonga,CAF_MW_000043,,,starting,,,,66,,,,
MW_SL_2627_030,MW_SS_M1,Festus Duwe,CAF_MW_000074,66,,starting,,,,84,,,,
MW_SL_2627_020,MW_SS_M1,Andrew Joseph,CAF_MW_000013,30,,starting,,,,72,,,,
MW_SL_2627_011,MW_SS_M1,Andrew Joseph,CAF_MW_000013,30,,starting,,,,80,,,,
MW_SL_2627_003,MW_SS_M1,Andrew Joseph,CAF_MW_000013,30,,starting,,,,70,,,,
MW_SL_2627_086,MW_BULL_M1,Maclean Mwale,CAF_MW_000588,23,,unused_sub,,,,,,,,
MW_SRFA_2627_087,MW_MS_M1,Frank London,CAF_MW_000078,17,,starting,1,,,76,,,,
MW_SRFA_2627_091,MW_MWU_M1,Rahman Mtuma,CAF_MW_000737,4,,starting,,,,,,,,
MW_SRFA2_2627_028,MW_LIM_M1,Peter Likwangulo,CAF_MW_000758,11,FW,starting,,,,,,,,
MW_TOP8_2627_011,MW_MW_M1,Sama Thierry Tanjong,CAF_MW_000404,7,,starting,,,,72,,,,
MW_SL_2627_099,MW_REDL_M1,Nyambose,CAF_MW_000776,10,,starting,,,,,,,,
MW_SL_2627_099,MW_MB_M1,Chifundo Makawa,CAF_MW_000795,30,,starting,,,,,,,,
MW_SL_2627_091,MW_MB_M1,Chifundo Makawa,CAF_MW_000795,30,,starting,,,,,,,,
MW_SRFA_2627_096,MW_MWU_M1,Happy Fombe,CAF_MW_000734,12,,starting,,,,,,,,
MW_CRFA_2627_018,MW_MC_M1,Anafi Alick,CAF_MW_000372,9,,starting,,,,,,,,
MW_TOP8_2627_011,MW_EFC_M1,James Lumbe,CAF_MW_000113,25,,starting,,,,68,,,,
MW_CRFA_2627_018,MW_MV_M1,Centala Maliseni,CAF_MW_000841,6,,starting,,,,56,,,,
MW_CRFA2_2627_020,MW_LOBIYS_M1,Harold Mayinala,CAF_MW_000867,29,,starting,,,,,,,,
MW_NRFA_2627_049,MW_CZU_M1,Timothy Katapa,CAF_MW_000906,22,FW,starting,,,,,,,,
MW_SL_2627_082,MW_SS_M1,Yankho Billiat,CAF_MW_000554,,,sub_on,,,34,,Lumbani Nyondo,,,
MW_SL_2627_101,MW_KU_M1,Micheal Mwalilino,CAF_MW_000603,21,,sub_on,,,67,,Casto Kayuni,,,
MW_SL_2627_098,MW_SS_M1,Austin Yasin,CAF_MW_000545,,,sub_on,,,41,,Lameck Gamphani,1,,
MW_SL_2627_069,MW_SS_M1,Charles Thom,CAF_MW_000549,24,,unused_sub,,,,,,,,
MW_BDU14_2627_001,MW_HEBW_M1,Christian Nyanda,CAF_MW_000569,,,unused_sub,,,,,,,,
MW_SL_2627_080,MW_SS_M1,Lasuli Jali,CAF_MW_000334,,,sub_on,,,25,,Festus Duwe,,,
MW_TOP8_2627_008,MW_SS_M1,Andrew Joseph,CAF_MW_000013,,,sub_on,,,63,,Tatenda M'Balaka,,,
MW_KU19_2627_030,MW_BULL_U19,Vincent Dalileni,CAF_MW_000653,,,sub_on,,,24,,Kelvin Phiri,,,
MW_TOP8_2627_004,MW_SS_M1,Christopher Gototo,CAF_MW_000552,,,sub_on,,,61,,Charles Chipala,,,
MW_SL_2627_060,MW_SS_M1,Festus Duwe,CAF_MW_000074,,,sub_on,,,67,,Lameck Gamphani,,,
MW_KU19_2627_030,MW_CCS_MU19,Junior Kamdidi,CAF_MW_000671,,,unused_sub,,,,,,,,
MW_SL_2627_050,MW_SS_M1,Christopher Gototo,CAF_MW_000552,,,sub_on,,,46,74,Festus Duwe,,,
MW_SRFA_2627_090,MW_EFC_M2,Chimwemwe Masha,CAF_MW_000632,,,sub_on,,,60,,Francis Chimbayo,,,
MW_SL_2627_101,MW_BULL_M1,Frank Willard,CAF_MW_000585,6,,sub_on,,,72,,Chawanangwa Gumbo,,,
MW_SRFA_2627_090,MW_BULL_M2,Alex White,CAF_MW_000364,,,sub_on,,,72,,Enos Hendeman,,,
MW_SL_2627_039,MW_SS_M1,Charles Thom,CAF_MW_000549,24,,unused_sub,,,,,,,,
MW_SL_2627_093,MW_BULL_M1,Madalitso Safuli,CAF_MW_000590,12,,sub_on,,,55,,Chawanangwa Gumbo,,,
MW_SL_2627_093,MW_CU_M1,Bostoni Daniel,CAF_MW_000687,22,,sub_on,,,46,,Manda Zenga,,,
MW_SL_2627_041,MW_SS_M1,Christopher Mikuwa,CAF_MW_000555,32,,unused_sub,,,,,,,,
MW_SRFA_2627_079,MW_LBTY_M1,Richard Chirwa,CAF_MW_000259,,,sub_on,,,48,,Blessings Chiku,,,
MW_SRFA_2627_079,MW_BULL_M2,Enos Hendeman,CAF_MW_000266,,,sub_on,,,72,,Duncan Kumbuyo,,,
MW_SL_2627_092,MW_SS_M1,Tatenda M'Balaka,CAF_MW_000542,,,sub_on,,,66,,Lasuli Jali,,,
MW_SL_2627_030,MW_SS_M1,Christopher Mikuwa,CAF_MW_000555,32,,unused_sub,,,,,,,,
MW_SL_2627_020,MW_SS_M1,Christopher Mikuwa,CAF_MW_000555,32,,unused_sub,,,,,,,,
MW_SL_2627_011,MW_SS_M1,Christopher Mikuwa,CAF_MW_000555,32,,unused_sub,,,,,,,,
MW_SL_2627_003,MW_SS_M1,Charles Thom,CAF_MW_000549,24,,unused_sub,,,,,,,,
MW_SL_2627_086,MW_BULL_M1,Edward Thengo,CAF_MW_000676,25,,unused_sub,,,,,,,,
MW_SRFA_2627_087,MW_MS_M1,Mike Chuma,CAF_MW_000722,40,,sub_on,,,52,,Tawina Phiri,,,
MW_SRFA_2627_091,MW_MWU_M1,Felix Maulana,CAF_MW_000738,,,unused_sub,,,,,,,,
MW_SRFA2_2627_028,MW_LIM_M1,Frank Patrick,CAF_MW_000759,,,unused_sub,,,,,,,,
MW_TOP8_2627_011,MW_MW_M1,Mtete,CAF_MW_001091,24,,unused_sub,,,,,,,,
MW_SL_2627_099,MW_REDL_M1,Mitolo,CAF_MW_000777,24,,unused_sub,,,,,,,,
MW_SL_2627_099,MW_MB_M1,Banda,CAF_MW_000796,,,unused_sub,,,,,,,,
MW_SL_2627_091,MW_MB_M1,Banda,CAF_MW_000796,,,unused_sub,,,,,,,,
MW_SRFA_2627_096,MW_MWU_M1,Andiseni Chekani,CAF_MW_000814,,,unused_sub,,,,,,,,
MW_CRFA_2627_018,MW_MC_M1,Malaki Lichapa,CAF_MW_000823,25,,unused_sub,,,,,,,,
MW_TOP8_2627_011,MW_EFC_M1,Tizola,CAF_MW_001102,13,,unused_sub,,,,,,,,
MW_CRFA_2627_018,MW_MV_M1,Bright Mtawali,CAF_MW_000842,23,,unused_sub,,,,,,,,
MW_CRFA2_2627_020,MW_LOBIYS_M1,Chisomo Kabota,CAF_MW_000868,13,,unused_sub,,,,,,,,
MW_NRFA_2627_049,MW_CZU_M1,Expert Kamanga,CAF_MW_000907,8,,unused_sub,,,,,,,,
MW_SL_2627_082,MW_SS_M1,Charles Chipala,CAF_MW_000032,,,sub_on,,,61,,Lasuli Jali,,,
MW_SL_2627_101,MW_KU_M1,Alex Benson,CAF_MW_000005,7,,sub_on,,,67,,Erick Mandanda,,,
MW_SL_2627_098,MW_SS_M1,Precious Kapunda,CAF_MW_000546,,,sub_on,,,81,,Lasuli Jali,,,
MW_SL_2627_069,MW_SS_M1,Innocent Mtonga,CAF_MW_000550,25,,unused_sub,,,,,,,,
MW_BDU14_2627_001,MW_HEBW_M1,Christian Zing'ande,CAF_MW_000571,,,unused_sub,,,,,,,,
MW_SL_2627_080,MW_SS_M1,Charles Chipala,CAF_MW_000032,,,sub_on,,,53,,Andrew Joseph,,,
MW_TOP8_2627_008,MW_SS_M1,Chinsisi Maonga,CAF_MW_000043,,,sub_on,,,63,,Charles Chipala,,,
MW_KU19_2627_030,MW_BULL_U19,Samuel Mpinda,CAF_MW_000654,,,unused_sub,,,,,,,,
MW_TOP8_2627_004,MW_SS_M1,Chinsisi Maonga,CAF_MW_000043,,,sub_on,,,61,,Levison Maganizo,,,
MW_SL_2627_060,MW_SS_M1,Levison Maganizo,CAF_MW_000543,,,sub_on,,,67,,Lasuli Jali,,,
MW_KU19_2627_030,MW_CCS_MU19,Victor Kumanda,CAF_MW_000672,,,unused_sub,,,,,,,,
MW_SL_2627_050,MW_SS_M1,Lameck Gamphani,CAF_MW_000544,,,sub_on,,,61,,Chinsisi Maonga,,,
MW_SRFA_2627_090,MW_EFC_M2,Geoffrey Chinyama,CAF_MW_000633,,,sub_on,,,85,,Innocent Ngunga,,,
MW_SL_2627_101,MW_BULL_M1,Kondwani Tebulo,CAF_MW_000586,52,,sub_on,,,58,,Maxwell Phado,,,
MW_SRFA_2627_090,MW_BULL_M2,Duncan Kumbuyo,CAF_MW_000056,,,sub_on,,,46,,Matthews Nkunika,,,
MW_SL_2627_039,MW_SS_M1,Innocent Mtonga,CAF_MW_000550,25,,unused_sub,,,,,,,,
